projectidentifier_id,projectindex_id
578,PA44UFR2580
453,PA42PCF8756
230,PA91BNJ6461
645,PA62ZIW3374
391,PA26RQQ7784
442,PA26SRN8707
562,PA23VCT2423
516,PA22UBD1554
551,PA46MRV0926
64,PA40QRK7465
528,PA30EKJ1504
156,PA88FFS3741
192,PA68GYE6587
106,PA98MPN7521
141,PA56ING8091
212,PA03KLG0312
104,PA21NDK0729
95,PA31IHG8199
296,PA06PLR3666
302,PA16TCK7132
228,PA05BOM0216
82,PA88MWN7686
181,PA15YVJ3803
112,PA19HNZ8640
393,PA41ZYH8511
484,PA51LEH3938
595,PA21SSU2905
563,PA33MDO8200
172,PA17TTB5862
255,PA32SGQ8766
160,PA41MJO1598
634,PA77UUP9527
191,PA21XHN6627
155,PA87BRR0638
280,PA65QIJ3420
168,PA69PJL4868
93,PA38ESO0577
305,PA51ANI5460
147,PA68LJY2395
482,PA13UXW9394
463,PA43XGQ7328
153,PA70ACN8039
151,PA04NQS4996
233,PA57REW8815
143,PA79UYH5360
558,PA50HVE6889
250,PA65VHC4006
479,PA50WUN4067
22,PA04HDF8389
242,PA42NJQ3713
152,PA75SES1954
182,PA91GBY0840
569,PA31JDT2284
608,PA25XUI1779
12,PA64RFW9287
39,PA24NSF9494
585,PA56ADQ2643
532,PA95NRN8338
588,PA75FZX1930
283,PA37ZLI4681
299,PA99FWD3097
30,PA01LTD5994
346,PA76WPF0231
237,PA39SXQ0986
10,PA86UNN3354
288,PA80RYQ4707
572,PA06UVY1700
246,PA29UIA6840
507,PA29UUX6648
428,PA03EZK2518
543,PA71CAB0305
583,PA08RRI3330
131,PA75PEK8968
202,PA78SOK8807
596,PA87ECP1612
383,PA23IAH9167
55,PA31JLR4713
74,PA00VXH5829
392,PA39LWW5652
31,PA49GDZ6899
276,PA92VHN4636
351,PA71MHT1372
633,PA10RSS3859
614,PA63HVF9393
157,PA42FNF9129
256,PA18TVS6783
515,PA33NPL5316
15,PA83CXQ7230
459,PA82RNA9618
187,PA65IVM3114
477,PA15KIT7711
320,PA17QRE0209
481,PA19QSU8853
456,PA64MKI5399
162,PA88LYW6010
127,PA86PJU4704
17,PA51MSD0902
643,PA60FUC5885
404,PA38FAJ8273
282,PA15WAR4060
405,PA67TFY3525
171,PA35SVT1961
178,PA29TBA3659
371,PA30BUW1062
135,PA97FBS6246
455,PA98ZQQ0979
408,PA50GHI3630
461,PA57JVT4679
491,PA54JOR2045
149,PA57RAA7461
310,PA71CLD8899
123,PA35NZE7258
78,PA66UUK9252
118,PA74TME8776
194,PA27GZX2736
19,PA61TRQ5862
42,PA86RKN3584
331,PA57ELO0159
69,PA16YPP7735
218,PA59SCP7296
602,PA37TWB2546
635,PA62UFN5257
49,PA78NKB8144
36,PA23BWZ1480
496,PA06XDI8945
261,PA28CHA2764
541,PA74BVJ1578
480,PA89JGF4307
38,PA81XRB8181
519,PA99KRW1977
102,PA18VPF5933
627,PA37MNH3351
549,PA37VPP7601
56,PA26BZX9961
444,PA15MUM8940
20,PA95DCX4922
325,PA16OYL8308
349,PA50LHU6647
210,PA56CDG4863
641,PA99MYV9248
298,PA31UTS4386
40,PA21WQO6424
579,PA73ANF3099
418,PA80AKQ9163
98,PA38KUL7648
514,PA90QEA9218
512,PA51HJM8413
259,PA91QYT3003
625,PA60QEX4571
623,PA23IMU3378
232,PA87PSS7987
235,PA40WSV8408
582,PA81FSQ2865
470,PA91CQK4231
260,PA81ZLQ4222
362,PA04MEM9204
628,PA38MMO2459
75,PA19MRZ7603
76,PA37OIF5467
80,PA42FXX5657
287,PA60ETR5605
358,PA24GYK1215
213,PA32JPJ3733
195,PA54QVE4626
285,PA97AZX7809
424,PA78BBM7815
199,PA26YPQ2926
497,PA19TDJ0936
134,PA47MST3187
457,PA10BJJ1243
425,PA80UDP3852
344,PA64EVT7236
432,PA17KHO7645
581,PA84MEP7641
337,PA78PSL4514
620,PA00IML5604
7,PA65HXC5143
511,PA03CAW6883
278,PA78HXA7913
88,PA78LQG4046
504,PA81MIL4979
46,PA67XGF3681
272,PA08WFU1487
485,PA94RVN2004
636,PA15VGT4663
561,PA25IWV3486
367,PA72VLG9357
518,PA92YNA6950
186,PA84IJB6280
119,PA20LSP8140
145,PA40WQK8630
472,PA68DRT4576
241,PA96MBJ9175
166,PA73VKP2882
209,PA05NAA2737
394,PA78BBX7772
447,PA67XJZ8776
265,PA97UEM5097
70,PA48ZXT4380
557,PA09HMJ1020
293,PA94LSS0331
422,PA32RDG3367
329,PA04FEM6433
315,PA04SFM4378
355,PA94VYZ2174
631,PA62OEW4939
204,PA25KFM7374
542,PA51ZSE1713
113,PA43SQQ8406
59,PA22SWS7632
417,PA19ULW4055
499,PA21MWB2988
443,PA96QYJ1015
190,PA53VUD3381
649,PA31GPU2552
61,PA42KNM2807
347,PA03AWH2605
462,PA92OKY1478
440,PA23HPP9359
188,PA04TWM8054
247,PA34MTO5249
550,PA15OQO2456
435,PA25YLA6997
114,PA60YBG6508
559,PA21TCZ7712
138,PA24FDS9304
571,PA24FQY4813
150,PA84TTL5177
483,PA70IMB2694
489,PA99TSJ6011
164,PA63MXS4502
140,PA81BXG8480
617,PA80JPE9945
503,PA27NRB9007
24,PA01ZQP7778
471,PA03RTJ0040
253,PA67TNS7661
570,PA99MOR6094
427,PA09WXS5502
379,PA13KUR3646
402,PA96WXH8475
163,PA55ENB5870
387,PA55VEZ8466
290,PA00HGS9914
622,PA96MUJ9612
632,PA02UVM7275
426,PA33QQY9349
498,PA18ZXW4514
376,PA48UAF6239
312,PA72ZFC7831
439,PA21QGE9035
554,PA76KCZ4559
434,PA90QIT7714
268,PA55YPE8896
324,PA30HJB1686
545,PA63UHU0019
8,PA74GLG0409
378,PA31ZYY3687
458,PA49SJG2791
313,PA77DIC4669
341,PA60FXS3452
300,PA84ZMJ2407
183,PA72AYS6301
41,PA38VZN9239
161,PA78BYH5830
1,PA28ZAL8661
361,PA28MPL4160
448,PA28NWR4174
586,PA99WCT4031
308,PA68EFE0686
203,PA61TCM5806
438,PA54XUF5077
89,PA73SAC9224
121,PA91TIM4979
262,PA52VGV8491
372,PA21MUS1312
170,PA75XGY3359
223,PA28ZOK3062
226,PA30TSJ4266
605,PA94URW9970
34,PA06BIW4545
224,PA91GWI8221
207,PA24FZS6878
251,PA74XVV5397
291,PA46WZV3881
142,PA60QTL8284
486,PA84AUD2582
57,PA33DNU1058
630,PA99RZU8847
584,PA17TEV6045
352,PA84YEM3299
173,PA88QIL2432
536,PA88ZSX4158
400,PA37EWA3553
120,PA27AIW6543
381,PA38VHT2219
229,PA28OAX1020
531,PA81ABP9778
599,PA69KKA5057
524,PA05BAX8406
286,PA00OEC7951
340,PA89CTC2423
493,PA91MTQ2776
348,PA89VYM5918
460,PA03EWG5351
403,PA56ALU8348
592,PA70VTC2211
624,PA01IDP9633
304,PA66EFB9310
529,PA60YOS9926
107,PA44JYZ6213
281,PA08VAY6861
613,PA82GNM3316
373,PA50VWX8040
311,PA55GOA7451
407,PA58ACH6457
598,PA03RWN7698
626,PA67CMN3038
397,PA46YJP1874
339,PA03YMV2398
109,PA69RIV3898
452,PA57OBN0317
269,PA99DAD9198
275,PA82IYQ3320
648,PA44NFX7136
158,PA86PRB6710
334,PA30LDM9516
47,PA58CXE7903
597,PA56QKY7037
530,PA15FAX4267
297,PA45BWZ8165
593,PA31UMN4555
615,PA50ERY3202
538,PA35LFE8471
577,PA58EXU4843
522,PA29HEP8302
500,PA96GFK0202
478,PA44QFV2906
364,PA24REA0846
0,PA77MGP7412
63,PA08TGS1206
201,PA54KHL5009
360,PA22PRK1319
604,PA06AFD1314
77,PA70HDW8965
474,PA93AAY3965
406,PA24LAH1637
176,PA05RJY4543
473,PA02JAG7334
386,PA63LCE7963
295,PA48XDC7352
327,PA46KGE5548
263,PA50BNH0672
220,PA10CZD7183
395,PA06LGD2454
494,PA10QMI9584
53,PA52KZE1498
609,PA54SVP8772
326,PA21SNB1550
264,PA48WUV1176
415,PA30UOC2501
271,PA20RFJ3437
396,PA02WEA2117
539,PA79IQP9376
644,PA61RQT0988
375,PA46XJL9166
535,PA83YYA2969
322,PA67XFD3468
11,PA58PII3320
465,PA11NZI8151
284,PA37OKC8039
556,PA23XDR2054
505,PA37TIM0493
366,PA14GFN7741
451,PA53TMK5307
129,PA18XEB1380
335,PA85KII3855
445,PA60DSO8193
450,PA84PYM1318
488,PA09RLL4104
600,PA73SNB1449
