projectidentifier_id,projectindex_id
982,PAA87458898
331,PAA66629305
395,PAA80848643
612,PAA28933657
356,PAA50639829
954,PAA11430605
192,PAA27457384
1000,PAA79413298
816,PAA26707620
336,PAA18273019
444,PAA18963577
315,PAA02408401
949,PAA92345250
93,PAA68421300
586,PAA67680653
825,PAA72752028
554,PAA53428671
284,PAA36677018
631,PAA41626629
406,PAA52924114
775,PAA54221162
16,PAA12435995
1028,PAA38216675
352,PAA14259744
321,PAA43489530
617,PAA20094612
635,PAA82010874
76,PAA40747402
92,PAA58544020
1138,PAA29674734
245,PAA29297384
840,PAA75555898
1129,PAA31430962
860,PAA67174223
1039,PAA07083508
1276,PAA04009901
743,PAA76106788
480,PAA22030041
794,PAA99930671
401,PAA31664541
222,PAA95674853
853,PAA98422177
991,PAA15066531
319,PAA57640646
1090,PAA01971269
960,PAA45551695
353,PAA85171310
955,PAA26449992
1008,PAA78828882
553,PAA73390198
1107,PAA29893625
281,PAA92836718
1158,PAA30126252
1201,PAA56412568
1098,PAA74776114
1076,PAA08371263
1174,PAA48869616
869,PAA41417713
114,PAA06234538
304,PAA31589014
112,PAA18761946
1132,PAA10699771
423,PAA86116462
29,PAA49919143
513,PAA40592707
488,PAA13157278
1059,PAA00284198
398,PAA74088358
10,PAA13892320
1012,PAA40110744
774,PAA78865931
906,PAA25248172
73,PAA59689294
176,PAA10629245
437,PAA24319165
340,PAA19694414
890,PAA27835542
1091,PAA51519282
623,PAA42127286
778,PAA13410048
643,PAA76409520
722,PAA81857432
1036,PAA57468860
1298,PAA37207448
1054,PAA16202377
79,PAA25032341
61,PAA92982781
1017,PAA79738645
510,PAA89870974
496,PAA57047275
293,PAA18779948
55,PAA09092341
191,PAA99728688
489,PAA10380515
678,PAA57350629
801,PAA69964909
1126,PAA90209217
913,PAA67678346
376,PAA58341402
318,PAA51956663
271,PAA48723336
282,PAA98672527
745,PAA98724923
589,PAA93820525
56,PAA92309972
756,PAA96241131
427,PAA17875842
642,PAA35375314
1239,PAA29982626
901,PAA47515014
467,PAA82246419
811,PAA72299984
141,PAA99344833
572,PAA41683588
1243,PAA70179722
695,PAA64510723
384,PAA23737164
453,PAA35249913
244,PAA29123284
535,PAA18907887
841,PAA21301888
782,PAA18534735
1023,PAA88686490
888,PAA17166541
330,PAA59372196
418,PAA53273663
355,PAA75515814
693,PAA68937159
666,PAA53443721
993,PAA00339956
580,PAA77348874
1229,PAA70188982
730,PAA11208496
439,PAA53797774
486,PAA74119276
1274,PAA41313651
478,PAA66823756
106,PAA68252579
719,PAA87141096
183,PAA91177937
680,PAA96767583
466,PAA56154656
254,PAA92968115
144,PAA04415567
343,PAA58397993
500,PAA30155463
1202,PAA10812061
556,PAA63408822
683,PAA64504755
838,PAA09664744
967,PAA96738907
511,PAA61785960
844,PAA79926415
1073,PAA93430673
573,PAA83590990
1230,PAA77414788
880,PAA29375885
440,PAA63468982
498,PAA07194135
943,PAA19267373
369,PAA54063810
1286,PAA35260857
477,PAA85861565
621,PAA01969778
970,PAA33737229
1003,PAA97460227
1052,PAA93170080
519,PAA92891538
392,PAA95493885
422,PAA58260926
1079,PAA57121211
771,PAA29983830
1010,PAA31620430
1213,PAA04045792
1063,PAA91900409
1208,PAA72224681
581,PAA10356875
228,PAA93106533
483,PAA78134974
1072,PAA77108004
1167,PAA02521315
400,PAA76944172
594,PAA36255892
1101,PAA69863016
707,PAA06683630
689,PAA48165486
859,PAA67572968
716,PAA80394136
95,PAA70220808
9,PAA07723476
1058,PAA75935505
4,PAA04992618
988,PAA27104418
532,PAA18867102
410,PAA86923331
288,PAA25509300
290,PAA64577319
939,PAA75655672
300,PAA94649270
115,PAA40125263
334,PAA08789257
167,PAA43680303
847,PAA18538491
1297,PAA67131851
346,PAA28611297
1006,PAA15494762
263,PAA26267694
221,PAA11490744
143,PAA38882352
886,PAA66336084
371,PAA93850918
189,PAA41041138
1147,PAA81622031
364,PAA04864135
738,PAA75191172
814,PAA14996472
627,PAA11378828
746,PAA48095344
1083,PAA12111662
159,PAA35030668
51,PAA87469217
645,PAA67418913
1219,PAA68348894
1001,PAA73261740
441,PAA83255791
1100,PAA78068216
327,PAA86078625
1082,PAA91776644
1135,PAA37987557
936,PAA10152675
618,PAA08742358
226,PAA12433685
622,PAA34023667
60,PAA87367896
848,PAA80835443
601,PAA07575380
7,PAA56304359
750,PAA57882558
779,PAA56991166
220,PAA18438585
515,PAA56434814
252,PAA20932952
928,PAA44426765
971,PAA68435705
872,PAA98469222
260,PAA68569488
1269,PAA23064750
1187,PAA07286344
200,PAA69706426
1143,PAA36659477
946,PAA17436224
27,PAA75663712
1169,PAA67698244
6,PAA66625653
567,PAA44686343
822,PAA54220664
961,PAA47640493
175,PAA38775525
583,PAA18146890
180,PAA23067641
1106,PAA14207437
1168,PAA09205672
491,PAA40740055
549,PAA10822841
1093,PAA61703713
1284,PAA43276082
1242,PAA46819607
1009,PAA00650863
758,PAA17522866
628,PAA13426735
951,PAA65542349
62,PAA39396305
1078,PAA11914498
389,PAA25062726
202,PAA17599318
944,PAA34245022
408,PAA67824154
524,PAA71149478
659,PAA07525268
1203,PAA56728103
1287,PAA99914042
595,PAA64714599
927,PAA90665624
724,PAA73441970
241,PAA44289001
326,PAA67782009
152,PAA44876421
1261,PAA45218085
133,PAA97333936
184,PAA12547834
1212,PAA59155582
663,PAA76133683
762,PAA87470339
378,PAA92145354
789,PAA24107517
652,PAA91263557
799,PAA58879601
359,PAA96546696
883,PAA64651359
153,PAA71798712
609,PAA92128969
278,PAA32498842
957,PAA26405948
889,PAA08915763
1055,PAA72171001
1105,PAA38786852
435,PAA84902432
203,PAA80684687
710,PAA52792597
636,PAA29997704
700,PAA23703109
421,PAA27142174
31,PAA71614013
434,PAA07165287
755,PAA46720373
699,PAA95588955
1264,PAA25517121
672,PAA49507487
1165,PAA78716379
354,PAA30565972
729,PAA90092358
258,PAA98577859
1270,PAA27215420
190,PAA03340804
91,PAA32983371
597,PAA50884883
1121,PAA43100247
1056,PAA47674723
312,PAA23869462
387,PAA93916656
224,PAA31267495
1142,PAA05412241
926,PAA61008509
1086,PAA98403153
1108,PAA36494551
1094,PAA84020334
124,PAA37486702
537,PAA01768094
1040,PAA31024757
808,PAA99849525
482,PAA58599123
784,PAA11144686
289,PAA41748833
471,PAA29058359
464,PAA07889308
624,PAA91945126
768,PAA55561342
735,PAA63392241
604,PAA46401132
1155,PAA31153933
732,PAA33903702
1128,PAA46764355
81,PAA75702073
843,PAA33049174
1190,PAA57968888
599,PAA93997194
351,PAA83543772
690,PAA44281284
8,PAA03713001
818,PAA45238227
97,PAA66271420
679,PAA90577060
995,PAA94634339
134,PAA51608490
349,PAA19940304
963,PAA51066675
1260,PAA71346873
347,PAA41302716
1064,PAA43095229
1246,PAA24157054
274,PAA36666779
140,PAA41525945
647,PAA47110367
975,PAA91312289
1002,PAA31892719
172,PAA33632893
984,PAA83587164
156,PAA19961200
366,PAA50738832
705,PAA22907887
461,PAA92624347
687,PAA33338297
146,PAA50869761
504,PAA55840411
1125,PAA27942842
608,PAA53089163
193,PAA99137438
739,PAA97206467
1205,PAA88543179
1211,PAA03021645
696,PAA39873583
1272,PAA41803741
456,PAA75006541
154,PAA33707683
173,PAA45961409
240,PAA06648070
1007,PAA75683801
298,PAA57953204
88,PAA89730638
852,PAA67226972
911,PAA88377708
68,PAA85797661
1081,PAA44852474
877,PAA80849612
257,PAA13380852
120,PAA96918600
851,PAA97848290
1139,PAA45656445
1267,PAA63796230
145,PAA87555215
953,PAA48527599
528,PAA76712890
295,PAA26816832
1102,PAA89051560
734,PAA81846598
607,PAA70413812
1019,PAA76883873
388,PAA77808490
981,PAA86621775
633,PAA90082089
381,PAA11834417
430,PAA16565717
760,PAA99728346
584,PAA58816075
557,PAA91124191
2,PAA56104701
270,PAA78628311
577,PAA33190730
414,PAA30078665
1285,PAA27561419
77,PAA64279253
151,PAA02472174
485,PAA45848400
32,PAA28653160
473,PAA96376417
63,PAA52723483
42,PAA26194319
490,PAA68485448
708,PAA14083618
1049,PAA05143204
512,PAA61424481
1156,PAA40075813
283,PAA61598921
904,PAA57902175
959,PAA98079844
448,PAA57268148
1171,PAA61933343
802,PAA58502065
655,PAA53211019
827,PAA26760685
897,PAA37786681
885,PAA76940452
587,PAA52441329
561,PAA66318803
571,PAA90944390
239,PAA62288250
501,PAA83515458
1043,PAA89713718
